director_id,name
1238,Rod Lurie
1239,Stacie Passon
1240,Jenny Popplewell
1241,Florian Schott
1242,Tom Whitworth
1243,Joe Mantello
1244,Lee Hirsch
1245,Page Hurwitz
1246,Dallas Jackson
1247,Rajat Kapoor
1248,Imtiaz Ali
1249,Navdeep Singh
1250,Anees Bazmee
1251,Rikhil Bahadur
1252,Shawn Levy
1253,Harry Bradbeer
1254,Joshua Tickell
1255,Rebecca Harrell Tickell
1256,Sophia Nahli Allison
1257,Norihisa Hiranuma
1258,Shigeaki Kubo
1259,Tsuyoshi Nakakuki
1260,Yudai Yamaguchi
1261,Marwan Hamed
1262,Smeep Kang
1263,Raja Chanda
1264,Tigmanshu Dhulia
1265,Akashdeep
1266,Rajesh Ganguly
1267,Alankrita Shrivastava
1268,Chandra Liow
1269,Sekhar Kammula
1270,Gary Andrews
1271,Merawi Gerima
1272,Kubhaer T. Jethwani
1273,Antonio Campos
1274,Carles Torras
1275,James Watkins
1276,Philippa Lowthorpe
1277,Pailin Wedel
1278,Chris Howe
1279,Peter Sollett
1280,Steve Bencich
1281,Tosin Coker
1282,Javier Colinas
1283,Dean DeBlois
1284,Reinhard Klooss
1285,Shaun Mir
1286,Satish Rajwade
1287,Abhijeet Deshpande
1288,Mahesh Manjrekar
1289,Prakash Kunte
1290,Manish Saini
1291,Kenny Ortega
1292,Makarand Mane
1293,Vijay Maurya
1294,Sameer Patil
1295,Kenzo Maihara
1296,Amandha Wyanto
1297,Ahmed Nader Galal
1298,Arati Kadav
1299,Maïmouna Doucouré
1300,Pepe Mora
1301,Marcos Carnevale
1302,Jeff Orlowski
1303,Cho Il
1304,Pippa Ehrlich
1305,James Reed
1306,Tolga Karaçelik
1307,Davis Guggenheim
1308,Philip Barantini
1309,Charlie Kaufman
1310,Abba T. Makama
1311,Junior Carelli
1312,Rudge Campos
1313,Ertanto Robby Soediskam
1314,Mark Steven Johnson
1315,Felix Binder
1316,Thor Freudenthal
1317,Nguyen Thanh Tung
1318,Baltasar Kormákur
1319,Conrad Helten
1320,Ayumu Watanabe
1321,Hitoshi Namba
1322,Chris Miller
1323,Sean Anders
1324,Abbas Mustan
1325,Duncan McMath
1326,Dan Forgione
1327,Pete Jacobs
1328,Matt Whitlock
1329,Francesco Carnesecchi
1330,Greg Tiernan
1331,Mark Thornton
1332,Todd Kauffman
1333,Shamzu Zayba
1334,Jesse V. Johnson
1335,Brett Haley
1336,Chris Roland
1337,Maradona Dias Dos Santos
1338,David Galán Galindo
1339,David Moreton
1340,Lester Hsi
1341,Cyrus Nowrasteh
1342,Isabel Sandoval
1343,Nathan Wiley
1344,Wayne Blair
1345,Atul Sabharwal
1346,Bernardo Arellano
1347,Trish Sie
1348,Hong Won-ki
1349,Khaled Marei
1350,Fred Wolf
1351,Niyi Akinmolayan
1352,Sammaria Sari Simanjuntak
1353,Chairun Nissa
1354,Tom Hooper
1355,Sergei Bodrov
1356,Anna Stone
1357,Cory Edwards
1358,Faraday Okoro
1359,Henry Joost
1360,Ariel Schulman
1361,Rebecca Zlotowski
1362,Sharan Sharma
1363,Tyler Spindel
1364,Vicky Wight
1365,Marc Meyers
1366,Franziska Meyer Price
1367,Steven Rinella
1368,Laura Terruso
1369,Martín Sastre
1370,Franck Nataf
1371,Pascal Amanfo
1372,Savage Steve Holland
1373,Mike Doyle
1374,Darren Grant
1375,Joseph Ruben
1376,Mfanelo Ngoma
1377,Colin Minihan
1378,Regina Welker
1379,Nina Wels
1380,Honey Trehan
1381,Katleho Ramaphakela
1382,Rethabile Ramaphakela
1383,Ariel Boles
1384,Álvaro Delgado-Aparicio L.
1385,Venkatesh Maha
1386,Nopparoj Chotmunkongsit
1387,Aniedi Anwah
1388,Mickey Fonseca
1389,Matias Mariani
1390,Jan Komasa
1391,Sue Kim
1392,Paul Solet
1393,Ben Kasulke
1394,Gagan Puri
1395,Teddy Chan
1396,Bhavin Wadia
1397,Tony Bancroft
1398,Scott Christian Sava
1399,Tope Alake
1400,Fernando González Molina
1401,Yuki Tanada
1402,Alex Gibney
1403,Ahn Byoung-wook
1404,Sibusiso Khuzwayo
1405,Lisa Cortés
1406,Farah X
1407,Wilson Yip
1408,Dave Skinner
1409,Freddie Waters
1410,Denis Do
1411,Leslye Davis
1412,Catrin Einhorn
1413,Toka McBaror
1414,Tunde Apalowo
1415,Peter Sullivan
1416,Axelle Laffont
1417,Daniel Oriahi
1418,Stefano Mordini
1419,Hayden Guppy
1420,Stéphane de Freitas
1421,André Odendaal
1422,Johan Vorster
1423,Cassia Dian
1424,Amro Salah
1425,Sue Ding
1426,Gina Prince-Bythewood
1427,Wouter Bouvijn
1428,Bryn Evans
1429,Cristina Costantini
1430,Kareem Tabsch
1431,Hannah Fidell
1432,Chris Renaud
1433,Kyle Balda
1434,Scott Zabielski
1435,Coodie
1436,Chike
1437,QLF
1438,Sachin Kundalkar
1439,Puri Jagannadh
1440,Vishal Mahadkar
1441,Karan Johar
1442,Zoya Akhtar
1443,Anthony D'Souza
1444,Soumendra Padhi
1445,Fuwad Khan
1446,Nishikant Kamat
1447,Krish
1448,Kabir Sadanand
1449,Rachit Kusonkoonsiri
1450,Shoojit Sircar
1451,Omung Kumar
1452,Umesh Shukla
1453,Devika Bhagat
1454,Takashi Doscher
1455,Shubham Singh
1456,Abbas Alibhai Burmawalla
1457,Mastan Alibhai Burmawalla
1458,Luv Ranjan
1459,Vikas Bahl
1460,Neeraj Pandey
1461,Aanand Rai
1462,Gurmmeet Singh
1463,LP
1464,Rako Prijanto
1465,Raoul Peck
1466,Shirley Frimpong-Manso
1467,Fabio Ock
1468,Joana Mazzucchelli
1469,Sabina Fedeli
1470,Anna Migotto
1471,Kyran Kelly
1472,Salvador Calvo
1473,Cem Yılmaz
1474,Bruce Beresford
1475,Michael Duggan
1476,Almudena Carracedo
1477,Robert Bahar
1478,Paul Verhoeven
1479,Younuts!
1480,Obi Emelonye
1481,Daniel Effiong
1482,Abhijit Panse
1483,Rachel Griffiths
1484,David Dobkin
1485,Oluseyi Asurf
1486,Eduardo Roy Jr.
1487,Ravikanth Perepu
1488,Sooraj R. Barjatya
1489,Bonni Cohen
1490,Jon Shenk
1491,Anvita Dutt
1492,Gaspar Antillo
1493,Eric Notarnicola
1494,Musthafa
1495,Ishaya Bako
1496,Kate Mulleavy
1497,Laura Mulleavy
1498,Akhigbe Ilozobhie
1499,Apurva Dhar Badgaiyann
1500,Elissa Down
1501,Guillaume Pierret
1502,Olivier Assayas
1503,Junichi Sato
1504,Tomotaka Shibayama
1505,Pablo Aulita
1506,Manatsanun Phanlerdwongsakul
1507,Georges Hachem
1508,Peter Lepeniotis
1509,Jim Hosking
1510,Paco Aguilar
1511,Greg McLean
1512,Juan José Campanella
1513,A. Raajdheep
1514,Pidi Baiq
1515,Nicholas Kharkongor
1516,Michael McKay
1517,Kitaro Kosaka
1518,Ali F. Mostafa
1519,Ayman Makram
1520,George Gallo
1521,Ry Russo-Young
1522,Barbara Białowąs
1523,Tomasz Mandes
1524,Akhil Paul
1525,Anas Khan
1526,Kanika Batra
1527,Michael Cristofer
1528,Mohamed Khan
1529,Adriana Trigiani
1530,Phil Sgriccia
1531,Andaç Haznedaroğlu
1532,Murat Kepez
1533,Greta Gerwig
1534,Sam Rega
1535,Wael Ehsan
1536,Inas El-Degheidy
1537,Ahmed Al-Badry
1538,Sameh Abdulaziz
1539,Wael Ihsan
1540,Izidore K. Musallam
1541,Sherif Arafa
1542,Yasir Al Yasiri
1543,Safdar Rahman
1544,Tomas Brickhill
1545,Hani Al-Shaibani
1546,Mamoru Hosoda
1547,James Franco
1548,Niall Johnson
1549,Michael Damian
1550,Ahmed Zain
1551,Angshuman Ghosh
1552,Ahmed Zein
1553,Alejandro Montiel
1554,Fernando Frías de la Parra
1555,Madeleine Parry
1556,Yu Yang
1557,Jesse Warn
1558,Josh Safdie
1559,Benny Safdie
1560,Hiromasa Yonebayashi
1561,Yoshiyuki Momose
1562,Akihiko Yamashita
1563,Michael Showalter
1564,Norm Hiscock
1565,Gary Howsam
1566,Mike Smith
1567,John Paul Tremblay
1568,Robb Wells
1569,Almunsif Alsuwaisi
1570,Fouad Al Shatti
1571,Fouad El-Mohandes
1572,Andrés Feddersen
1573,Samir Al Asfory
1574,Hussein Kamal
1575,Hassan AbdulSalam
1576,Houssam El-Din Mustafa
1577,Muhammad Fadl
1578,Hany Motawie
1579,Lonzo Nzekwe
1580,Alex Timbers
1581,Sam Wrench
1582,Rebecca Johnson
1583,Carlos Morett
1584,Megha Ramaswamy
1585,Saeed Hamed
1586,Ali Ragab
1587,Ahmad El-Badri
1588,Marcus Raboy
1589,Haifaa Al-Mansour
1590,Mohammed Alhmly
1591,Lucien Bourjeily
1592,Laura Mañá
1593,Sivaroj Kongsakul
1594,Salmeen AlMurry Amer
1595,Mohit Suri
1596,Obaid Alhmoudi
1597,Adekunle Nodash Adejuyigbe
1598,Sadeq Behbehani
1599,Dylan Mohan Gray
1600,Hussein El Ansary
1601,Claire Scanlon
1602,Vipul Amrutlal Shah
1603,Donick Cary
1604,Will Forbes
1605,Francesco Amato
1606,Damien Chazelle
1607,Houda Benyamina
1608,Laïla Marrakchi
1609,Alan Poul
1610,S.A. Zaidi
1611,Hamad AlSarraf
1612,He Xiaofeng
1613,Nadia Hallgren
1614,Pedro Flores Maldonado
1615,Joe DeMaio
1616,Aaron Woodley
1617,Lucas Margutti
1618,Ashok Nanda
1619,Hernán Guerschuny
1620,Alex Ranarivelo
1621,Seth Barrish
1622,Brett Hedlund
1623,Joe Robert Cole
1624,Michelle Esrick
1625,Olivier Abbou
1626,Jeffrey Schwarz
1627,Craig Freimond
1628,Shirish Kunder
1629,Mysskin
1630,Alice Wu
1631,Joey So
1632,Dennie Gordon
1633,Michael M. Scott
1634,Sion Sono
1635,David Chuang
1636,Chen Kuan-chung
1637,Chris Bolan
1638,Omoni Oboli
1639,Saravana Rajan
1640,Sırrı Süreyya Önder
1641,Sermiyan Midyat
1642,Ahmed Yousry
1643,Hazem Fouda
1644,Handan İpekçi
1645,Ferzan Özpetek
1646,Ashraf Fayeq
1647,Paul Munger
1648,Matei Dima
1649,Jonathan Augustin
1650,Venky Kudumula
1651,Amr Arafa
1652,Michel Hazanavicius
1653,Ahmed Saleh
1654,Ahmed Medhat
1655,Mohamed Yassin
1656,Chakri Toleti
1657,Neville Shah
1658,Upi Avianto
1659,Yoon Sung-hyun
1660,Rachel Mason
1661,Patryk Vega
1662,Marc Vigil
1663,Ryan Polito
1664,Anoop Sathyan
1665,Müfit Can Saçıntı
1666,Cüneyt Kaya
1667,Greg Barker
1668,Leticia Jorge Romero
1669,Adrien Lagier
1670,Ousmane Ly
1671,Ethan Coen
1672,Joel Coen
1673,Jon M. Chu
1674,Diego Pignataro
1675,Ian Edelman
1676,Ali Yorgancıoğlu
1677,Digo Ricio
1678,Emcy Joseph
1679,Kranthi Madhav
1680,Matt D'Elia
1681,Jeff Chan
1682,Dean Craig
1683,Grand Corps Malade
1684,Mehdi Idir
1685,Jay Karas
1686,Stefano Lodovichi
1687,Alan Yang
1688,Perci Intalan
1689,M. Night Shyamalan
1690,Chris Robinson
1691,Eddie Mensore
1692,Sean Baker
1693,Padraig Reynolds
1694,Yorgos Lanthimos
1695,Michael Dowse
1696,Pablo Lejarreta
1697,Armando Iannucci
1698,Akira Saitoh
1699,Haruka Fujita
1700,Mukul Anand
1701,Karan Malhotra
1702,David Batra
1703,Jon Rudberg
1704,Tarun Mansukhani
1705,Ramesh Talwar
1706,Mahesh Bhatt
1707,Raj Khosla
1708,Punit Malhotra
1709,Soham Shah
1710,Nikkhil Advani
1711,Shakun Batra
1712,Anirban Majumder
1713,Alka Amarkant Dubey
1714,Prakash Mehra
1715,Anand Ravichandran
1716,Richard Claus
1717,Karsten Kiilerich
1718,Floria Sigismondi
1719,Renzil D'Silva
1720,Fritz Böhm
1721,Ravishankar Venkateswaran
1722,Vijay S. Bhanushali
1723,David Hunt
1724,Stephen S. Campanelli
1725,Rakesh Ranjan Kumar
1726,Sam Irvin
1727,Gary Stretch
1728,Desingh Periyasamy
1729,Neeraj Udhwani
1730,Patrice Laliberté
1731,Ellen Page
1732,Ian Daniel
1733,Prentice Penny
1734,Zsolt Pálfi
1735,Nawapol Thamrongrattanarit
1736,Marlene Melchior
1737,Aaron Lieber
1738,Tamas Yvan Topolanszky
1739,Àlex Pastor
1740,David Pastor
1741,Rami Hachache
1742,Francisco Macri
1743,Gabriela García Rivas
1744,Eric Goode
1745,Rebecca Chaiklin
1746,Francesco Lettieri
1747,John Suits
1748,Takeru Nakajima
1749,Yoshiyuki Okada
1750,Susan Walter
1751,Masaaki Yuasa
1752,Pierre Deschamps
1753,Jeff Tomsic
1754,Scot Armstrong
1755,Naman Nitin Mukesh
1756,Lynn Novick
1757,Navjot Gulati
1758,Stephanie Zwane
1759,Owen Trevor
1760,Stephanie Turner
1761,Liz Garbus
1762,Mehmet Ada Öztekin
1763,Jos Humphrey
1764,Sharmeen Obaid-Chinoy
1765,Toyin Abraham
1766,Ruchi Narain
1767,Christophe Charrier
1768,Daniel Calparsoro
1769,Trivikram Srinivas
1770,Kittiphak Thonguam
1771,Cristi Puiu
1772,Sebastian Jones
1773,Ramez Silyan
1774,Carlos Sedes
1775,Adam B. Stein
1776,Zach Lipovsky
1777,Athiyan Athirai
1778,Zuko Nodada
1779,Madonna
1780,Milton Horowitz
1781,Sneha Taurani
1782,Momoko Kamiya
1783,Matthew Ross
1784,Lee Kirk
1785,Ziggy Hofmeyr
1786,Gustavo Ron
1787,Yacine Belhousse
1788,Sam Dunn
1789,Kunihiko Yuyama
1790,Motonori Sakakibara
1791,Ali Kalthami
1792,Meshal Aljaser
1793,Mohamed al Salman
1794,Faisal al Amer
1795,Tolu Awobiyi
1796,Oyefunke Fayoyin
1797,Jason Orley
1798,Robert Eagar
1799,Travis Stevens
1800,Mick Grogan
1801,Nora Fingscheidt
1802,Jeethu Joseph
1803,Dee Rees
1804,Sooni Taraporevala
1805,Linda Korsten
1806,Tom Barton-Humphreys
1807,Angelina Jolie
1808,R.J. Daniel Hanna
1809,Paco Cabezas
1810,Peter Billingsley
1811,Jason Zada
1812,Avgousta Zourelidi
1813,Richard Phelan
1814,Will Becher
1815,Rod Cabatana Marmol
1816,Michał Tylka
1817,Oliver Kienle
1818,Brian Webber
1819,Takashi Yamazaki
1820,Ryuichi Yagi
1821,Makoto Hanafusa
1822,Pantham Thongsang
1823,Cheewatan Pusitsuksa
1824,Paul Krüger
1825,Anél Stolp
1826,Andres Clariond
1827,Andrew Dean
1828,Lars Klevberg
1829,Lukasz Kosmicki
1830,Shanavas K. Bavakutty
1831,Kwabena Gyansah
1832,Jeff Baena
1833,Kumaran
1834,Jared Moshé
1835,Austin Peck
1836,Anneliese Vandenberg
1837,James Bamford
1838,Julia Willoughby Nason
1839,Jenner Furst
1840,Nate Adams
1841,Adam Carolla
1842,Ivan Silvestrini
1843,Robert Krantz
1844,Gregory Jacobs
1845,Alfonso Cortés-Cavanillas
1846,Xavier Manrique
1847,Richard Gabai
1848,Alfons Adetuyi
1849,Thomas Astruc
1850,Erwin van den Eshof
1851,G.J. Echternkamp
1852,Hikari
1853,Jean-Claude Flamand-Barny
1854,Lana Wilson
1855,Shannon Hartman
1856,David Oelhoffen
1857,Ramesh Sippy
1858,Ajay Bhuyan
1859,Josh Z. Weinstein
1860,Joshua Z. Weinstein
1861,Chung Mong-hong
1862,Johnny Breedt
1863,César Rodrigues
1864,Quek Shio-chuan
1865,Pablo Stoll
1866,Juan Pablo Rebella
1867,Krysia Plonka
1868,Madhumita
1869,Debamitra Biswal
1870,David Lynch
1871,Tyler Perry
1872,Caryn Waechter
1873,Tim Hill
1874,Numa Perrier
1875,Brian Helgeland
1876,Danny Boyle
1877,Rima Das
1878,Paco Plaza
1879,Andrew Goth
1880,William Kaufman
1881,David Benioff
1882,D.B. Weiss
1883,Steve Boettcher
1884,Mikhil Musale
1885,Tom Green
1886,David Lowery
1887,Maria Ripoll
1888,Yibrán Asuad
1889,Edwin
1890,Vadim Jean
1891,Mark A.Z. Dippé
1892,Kyung Ho Lee
1893,Eondeok Han
1894,John A. Davis
1895,Justin Webster
1896,Tetsuo Yajima
1897,John Lyde
1898,Steve Rash
1899,Ravi Babu
1900,Soumitra Ranade
1901,Jon Rosenbaum
1902,Bruce Leddy
1903,Yuki Yamato
1904,Andrew Wessels
1905,Emir Kusturica
1906,Odunlade Adekola
1907,Elisa Fuksas
1908,Lee Toland Krieger
1909,Akiyuki Shinbo
1910,Nobuyuki Takeuchi
1911,Ron Oliver
1912,Shojiro Nishimi
1913,Guillaume Renard
1914,Pepe Bojórquez
1915,Rhys Thomas
1916,David M. Rosenthal
1917,Louise Alston
1918,Sunkanmi Adebayo
1919,Falz
1920,Frank Rajah Arase
1921,Fernando Meirelles
1922,Rodrigo Reyes
1923,Mark Lewis
1924,Sebastian DiNatale
1925,Nuhash Humayun
1926,Syed Ahmed Shawki
1927,Rahat Rahman
1928,Robiul Alam Robi
1929,Golam Kibria Farooki
1930,Mir Mukarram Hossain
1931,Tanvir Ahsan
1932,Mahmudul Islam
1933,Abdullah Al Noor
1934,Krishnendu Chattopadhyay
1935,Syed Saleh Ahmed Sobhan
1936,Karan Anshuman
1937,Farhan Akhtar
1938,Mrighdeep Singh Lamba
1939,Tsutomu Mizushima
1940,Reema Kagti
1941,Jadesola Osiberu
1942,Vijay Lalwani
1943,Abhishek Kapoor
1944,Michael Bay
1945,Biodun Stephen
1946,Ding-Lin Wang
1947,Richard van't Riet
1948,Shonali Bose
1949,Lance Bangs
1950,Robbie Countryman
1951,Trey Edward Shults
1952,Sujeeth
1953,Alexandre Avancini
1954,Noah Baumbach
1955,Atsuko Ishizuka
1956,Eric Aghimien
1957,Michel Tikhomiroff
1958,Robert Kenner
1959,Taki Oldham
1960,John Schultz
1961,Linda Mendoza
1962,Michelle Johnston
1963,Vijay Kumar Arora
1964,Matt Shakman
1965,Mikhail Red
1966,Pankaj Batra
1967,Serge Ou
1968,Navaniat Singh
1969,Gaurav Bavdankar
1970,Jagdeep Sidhu
1971,Tanawat Aiemjinda
1972,Mukesh Vohra
1973,Syrine Boulanouar
1974,Nekfeu
1975,Tudor Giurgiu
1976,Ignacio Jaunsolo
1977,Abhishek Sharma
1978,Mati Diop
1979,Jérémy Clapin
1980,Mandla Dube
1981,Mike Ezuruonye
1982,Cheta Chukwu
1983,Roger Russell
1984,Edward Zwick
1985,Basava Shankar Eeday
1986,Elle-Máijá Tailfeathers
1987,Kathleen Hepburn
1988,Sanjiv Jaiswal
1989,Marta Jaenes
1990,Rosa Márquez
1991,Julien Abraham
1992,Monika Mitchell
1993,Eva Orner
1994,KVR Mahendra
1995,Juan Carlos Rulfo
1996,Raj R
1997,Steve Paley
1998,Timo Vuorensola
1999,Robb Dipple
2000,Eli Roth
2001,Wash Westmoreland
2002,Alessandro Angulo
2003,Mauro Scandolari
2004,Arjun Jandyala
2005,Shashanka Ghosh
2006,Samit Basu
2007,Naoko Yamada
2008,Sergio Pablos
2009,Valli Bindana
2010,Makoto Shinkai
2011,Gautier & Leduc
2012,Christopher Storer
2013,Josh Aronson
2014,Luke Snellin
2015,Xavier Durringer
2016,Pawan Kumar
2017,Phillip Youmans
2018,Zhang Yimou
2019,Neal Brennan
2020,Azazel Jacobs
2021,Jung Ji-woo
2022,Matt D'Avella
2023,Parthiban
2024,Scott McAboy
2025,Raymie Muzquiz
2026,Stu Livingston
2027,Joe Menendez
2028,Eric Bross
2029,Will Eisenberg
2030,Marina Seresesky
2031,Kenny Leon
2032,Harvey Lowry
2033,James Dearden
2034,Drea Cooper
2035,Zackary Canepari
2036,Michael A. Nickles
2037,Blayne Weaver
2038,David Michôd
2039,Marco Bonfanti
2040,Everardo González
2041,Rodrigo Guardiola
2042,Gabriel Cruz Rivas
2043,Juani Libonatti
2044,DJ Chen
2045,Park Joon-hwa
2046,Saravana Rajendran
2047,Matt Kay
2048,Craig Brewer
2049,Billy Lyons
2050,Michael Steed
2051,Zak Hilditch
2052,Michael Steiner
2053,Andrew Slater
2054,Glen Goei
2055,Gavin Yap
2056,Huw Cordey
2057,Yuen Woo-ping
2058,Gillian Robespierre
2059,Thomas Vinterberg
2060,Ciarán Foy
2061,Daniel Sánchez Arévalo
2062,Don Omope
2063,Ed Perkins
2064,Steven Soderbergh
2065,Udai Singh Pawar
2066,Guntur Soeharjanto
2067,Bassam Tariq
2068,Leslie Iwerks
2069,Louie Psihoyos
2070,Ahmet Katıksız
2071,Jean-François Blais
2072,Leïla Sy
2073,Kery James
2074,Vince Gilligan
2075,Bolanle Austen-Peters
2076,Dennis Rovira van Boekholt
2077,Naoto Amazutsumi
2078,Jenny Gage
2079,Kaila York
2080,Vandana Kataria
2081,Onur Bilgetay
2082,Vincenzo Natali
2083,Tugçe Soysop
2084,Jacob Joice
2085,Luis Javier Henaine
2086,Anand Kamalakar
2087,Lee Yoon-jung
2088,Roy Poortmans
2089,Vrinda Samartha
2090,Nicholaus Goossen
2091,Stig Bergqvist
2092,Paul Demeyer
2093,Igor Kovalyov
2094,Norton Virgien
2095,Danny Cannon
2096,Mana Yasuda
2097,Gupse Özay
2098,Jim Mickle
2099,Jumpei Mizusaki
2100,Koji Morimoto
2101,Michael Arias
2102,Arthell Isom
2103,Henry Thurlow
2104,Takanobu Mizuno
2105,Elsa Nakamichi
2106,Hajime Sasaki
2107,Shinji Takagi
2108,Mangesh Hadawale
2109,Wong Kar Wai
2110,Otilia Portillo Padua
2111,Michael J. Bassett
2112,Rahul Ravindran
2113,Archie Borders
2114,Deepti Naval
2115,Scott Aukerman
2116,Mariano Barroso
2117,Kiko Cruz Claverol
2118,Patricia Font
2119,Sandeep Reddy Vanga
2120,Randall Lobb
2121,Alex Stapleton
2122,Teng Huatao
2123,Nzingha Stewart
2124,Orlando von Einsiedel
2125,Anubhav Sinha
2126,Maha Venkatesh
2127,Tharun Bhascker
2128,Farhan Alam
2129,A. L. Vijay
2130,Petra Costa
2131,Hayato Date
2132,Lea Glob
2133,Rémy Four
2134,Julien War
2135,Alejandro Fernández Almendras
2136,Jota Linares
2137,Wagner de Assis
2138,White Trash Tyler
2139,Stan Lathan
2140,Yeung Yat-Tak
2141,Rai Yuvraj Bains
2142,Sunil Thakur
2143,Muh Chen
2144,Saurabh Sinha
2145,Ashwin Saravanan
2146,Julia Knowles
2147,Tarsem Singh
2148,Kepa Sojo
2149,Cho Li
2150,Chen Hung-yi
2151,Liu Bang-yao
2152,Lin Guan-fu
2153,Shen Chi
2154,YC Tom Lee
2155,Manu Ashokan
2156,Anita Udeep
2157,Vlad Yudin
2158,Alberto Arnaut Estrada
2159,Robert Moresco
2160,Aadish Keluskar
2161,Joe Murray
2162,Cosmo Segurson
2163,Jesse Moss
2164,Shin Won-ho
2165,Sujoy Ghosh
2166,John Asher
2167,Alex Burunova
2168,Jesús Torres Torres
2169,Camille Shooshani
2170,Vijay Kumar
2171,Phanindra Narsetti
2172,Gideon Raff
2173,Jorge M. Fontana
2174,Olivier Afonso
2175,Karim Amer
2176,Jehane Noujaim
2177,Jay Chapman
2178,Demetri Martin
2179,Dante Lam
2180,Chi Keung Fung
2181,Corey Yuen
2182,Patrick Leung
2183,To-hoi Kong
2184,Frank Ariza
2185,Jerry Seinfeld
2186,Aditya Sarpotdar
2187,Nisheeta Keni
2188,Daniel Gray Longino
2189,Gerardo Olivares
2190,Wi Ding Ho
2191,Joe Lynch
2192,Andreas Pichler
2193,Daniel Arasanz
2194,Spike Jonze
2195,Marcelo Altmark
2196,Mariano Mucci
2197,Luis A. Scalella
2198,Hernán Zin
2199,Sittisiri Mongkolsiri
2200,Robbie Grewal
2201,Thiagarajan Kumararaja
2202,Kate Horne
2203,Roberto Girault Facha
2204,Svati Chakravarty Bhatkal
2205,Kevin Bray
2206,Jesse Johnson
2207,Miguel Cohan
2208,Luis Alberto Restrepo
2209,Andrés Beltrán
2210,Jaime Rayo
2211,Hideaki Anno
2212,Kazuya Tsurumaki
2213,Abhijit Kokate
2214,Srivinay Salian
2215,Antonin Baudry
2216,Jon Watts
2217,Jakob Lass
2218,John Haptas
2219,Kristine Samuelson
2220,Sanjay Jadhav
2221,Vinod Kapri
2222,Elías León
2223,Kyle Newacheck
2224,Mark Ritchie
2225,Rocky Soraya
2226,Federico Veiroj
2227,Isabel Coixet
2228,Grant Sputore
2229,Juan Antin
2230,Hanno Olderdissen
2231,Amar Kaushik
2232,Eva Trobisch
2233,Mathieu Auvray
2234,Limbert Fabian
2235,Brandon Oldenburg
2236,Datta Mohan Bhandare
2237,Sanjib Dey
2238,Daniel Yee Heng Chan
2239,Rakeysh Omprakash Mehra
2240,Han Han
2241,Jang Jae-hyun
2242,Sudabeh Mortezai
2243,Richard Shepard
2244,Mike Diva
2245,Akiva Schaffer
2246,Trisha Ziff
2247,Diego Enrique Osorno
2248,Pedring A. Lopez
2249,Sam Cullman
2250,Francesco Imperato
2251,Stefon Bristol
2252,Kate Melville
2253,Aditya Vikram Sengupta
2254,Mandie Fletcher
2255,Aijaz Khan
2256,Gonzalo López-Gallego
2257,Abby Epstein
2258,Hepi Mita
2259,Che Sandoval
2260,Jean-Bernard Marlin
2261,Yee Tung-Shing
2262,Yen Cheng-kuo
2263,Alex Parkinson
2264,Richard da Costa
2265,Frant Gwo
2266,Hao Wu
2267,Felipe Cano
2268,Gabriela Tagliavini
2269,Lee Jeong-beom
2270,William Bindley
2271,Manav Shah
2272,Michael Epstein
2273,Rachel Lears
2274,Syamsul Yusof
2275,Mangesh Kanthale
2276,Herman Yau
2277,Dar Gai
2278,Sathyan Anthikad
2279,Brian Oakes
2280,Bille August
2281,Fab Five Freddie
2282,Sandra Restrepo
2283,Sarthak Dasgupta
2284,Jennifer Kaytin Robinson
2285,Renato De Maria
2286,Alan Rickman
2287,Ulises Valencia
2288,Beyoncé Knowles-Carter
2289,Richard Curtis
2290,Suparn Verma
2291,Anant Balani
2292,Soukarya Ghosal
2293,Leena Yadav
2294,Amitabha Singh
2295,Hasan Karacadağ
2296,Chris Nelson
2297,Lee Kyoungmi
2298,Yim Pilsung
2299,Jeon Go-woon
2300,Kim Jong-kwan
2301,John R. Leonetti
2302,Jeremiah Jones
2303,Brie Larson
2304,Anggy Umbara
2305,Shelly Chopra Dhar
2306,Shanjey Kumar Perumal
2307,Tianyu Zhao
2308,Shazia Ali Khan
2309,Erik White
2310,Owen Egerton
2311,"Sam ""Blitz"" Bazawule"
2312,Swapnaneel Jayakar
2313,Kyzza Terrazas
2314,John Lee Hancock
2315,Theo Love
2316,Awi Suryadi
2317,Raj Babu
2318,Javier Ruiz Caldera
2319,Chanon Yingyong
2320,Phuwanit Pholdee
2321,Stuart Sender
2322,Wenn V. Deramas
2323,Joyce Bernal
2324,Maryo J. De los Reyes
2325,Karan Shivajirao Chavan
2326,Vikram Tanajirao Patil
2327,Amy Schumer
2328,Richard Loncraine
2329,Pia Sukanya
2330,Yann Gozlan
2331,Lukas Dhont
2332,Matthew McNeil
2333,Frank W Chen
2334,Olivia M. Lamasan
2335,J.C. Chandor
2336,Brian Klein
2337,Ibrahim Bin Mohamed
2338,Hasan Aljaberi
2339,Clark Johnson
2340,Emmanuel Mouret
2341,Conor Allyn
2342,Nuel Naval
2343,Keoni Waxman
2344,Isao Yukisada
2345,A.R. Murugadoss
2346,Fritz Ofner
2347,Nottapon Boonprakob
2348,Xavier Gens
2349,Jonathan A. Rosenbaum
2350,Franck Phelizon
2351,Peter Howitt
2352,Chiwetel Ejiofor
2353,Rodrigo Salomón
2354,Pietro Scappini
2355,Miguel Ángel Vivas
2356,Carlos Vermut
2357,Sridhar Rangayan
2358,Michael Blieden
