show_id,director_id
s2429,1532
s2430,1297
s2431,1533
s2432,1534
s2434,1535
s2435,1536
s2436,1535
s2437,1537
s2438,1538
s2439,1349
s2440,1539
s2442,1540
s2443,1541
s2444,1542
s2446,1543
s2447,1544
s2449,1545
s2452,1546
s2455,1547
s2456,1548
s2457,1549
s2458,1550
s2459,1551
s2461,358
s2464,1552
s2465,1552
s2466,1553
s2468,1554
s2469,1555
s2470,1556
s2471,1557
s2472,1558
s2472,1559
s2475,722
s2476,362
s2478,367
s2479,1560
s2479,1561
s2479,1562
s2480,1563
s2481,1564
s2481,1565
s2481,1566
s2481,1567
s2481,1568
s2482,1464
s2483,1569
s2484,1570
s2485,1571
s2486,1572
s2488,1573
s2489,1574
s2490,1574
s2491,1575
s2492,1576
s2493,1577
s2493,1578
s2494,1579
s2495,1580
s2495,1581
s2497,1582
s2498,876
s2499,1583
s2501,1584
s2502,1585
s2503,1541
s2504,1537
s2505,1586
s2506,1587
s2507,1587
s2508,1588
s2510,1535
s2511,1586
s2512,1589
s2513,1539
s2514,544
s2517,1590
s2521,1591
s2522,1592
s2523,1180
s2528,1593
s2532,822
s2532,1514
s2533,822
s2533,1514
s2534,1594
s2535,1595
s2536,1596
s2537,189
s2538,1597
s2539,1598
s2540,1599
s2541,1363
s2542,1600
s2544,1601
s2545,1602
s2546,1157
s2548,1603
s2550,1604
s2551,1605
s2554,1606
s2554,1607
s2554,1608
s2554,1609
s2556,1610
s2557,1611
s2558,1612
s2559,362
s2560,1613
s2561,1614
s2562,1615
s2563,1616
s2564,1617
s2565,1618
s2566,1619
s2567,1620
s2568,774
s2571,1023
s2572,1621
s2573,1023
s2574,1622
s2577,1623
s2578,1624
s2579,1625
s2580,17
s2580,18
s2582,1626
s2583,615
s2583,616
s2585,1627
s2588,1628
s2590,1629
s2592,1630
s2593,118
s2593,119
s2594,1631
s2595,1631
s2596,1631
s2597,1632
s2598,1633
s2602,11
s2603,1634
s2604,1635
s2604,1636
s2605,1637
s2606,595
s2608,1638
s2611,1639
s2613,803
s2613,1640
s2614,1641
s2615,1642
s2615,1643
s2616,1644
s2617,656
s2618,1645
s2619,659
s2620,1646
s2621,595
s2622,595
s2623,1647
s2624,1297
s2625,1648
s2626,1248
s2627,1649
s2630,1650
s2631,1349
s2633,894
s2634,1651
s2635,1652
s2636,1653
s2637,1654
s2638,1655
s2639,1297
s2643,1656
s2645,1657
s2647,1658
s2648,1658
s2650,754
s2651,1659
s2653,1660
s2654,1661
s2655,1351
s2656,1662
s2657,1101
s2660,1663
s2664,1664
s2668,1665
s2669,2
s2672,1666
s2673,1667
s2674,1400
s2675,1668
s2676,1669
s2676,1670
s2678,1671
s2678,1672
s2679,1673
s2680,1674
s2681,1675
s2682,1676
s2683,1677
s2684,1678
s2686,1679
s2687,1680
s2688,1143
s2689,1638
s2691,1681
s2694,1682
s2695,1683
s2695,1684
s2696,1685
s2697,1686
s2698,1687
s2701,1688
s2702,1689
s2703,1690
s2704,1691
s2705,1692
s2706,1693
s2707,1694
s2708,518
s2710,1695
s2712,1696
s2712,71
s2713,1697
s2714,1698
s2715,1699
s2716,1700
s2717,1701
s2718,282
s2720,1702
s2720,1703
s2721,1704
s2722,1705
s2723,1706
s2724,1707
s2725,1708
s2726,1706
s2727,365
s2729,680
s2730,1709
s2731,1441
s2732,1441
s2733,1710
s2734,1711
s2735,1441
s2736,1459
s2738,282
s2738,1712
s2738,1713
s2739,1714
s2742,1715
s2745,1716
s2745,1717
s2746,1718
s2748,1719
s2750,1720
s2751,1721
s2753,1722
s2755,1723
s2756,1724
s2757,1725
s2758,1726
s2759,1727
s2761,1728
s2763,469
s2764,1077
s2764,1076
s2767,1729
s2769,1730
s2770,1731
s2770,1732
s2771,1332
s2771,1331
s2772,1733
s2774,1734
s2776,1735
s2777,1736
s2779,1737
s2781,1738
s2782,1739
s2782,1740
s2783,1741
s2787,1742
s2790,1743
s2796,1744
s2796,1745
s2797,1746
s2799,1747
s2800,1748
s2800,1749
s2801,385
s2802,1750
s2804,1751
s2806,1752
s2807,1753
s2810,1754
s2811,1755
s2812,1631
s2813,1631
s2814,1756
s2815,1631
s2816,1757
s2818,1758
s2820,1759
s2821,1760
s2822,279
s2823,1761
s2824,1762
s2829,1763
s2830,405
s2831,1764
s2832,1765
s2833,196
s2834,1766
s2835,1767
s2836,936
s2837,1136
s2838,1768
s2840,556
s2841,1769
s2843,1770
s2844,1771
s2845,1772
s2845,1773
s2846,1771
s2847,1774
s2848,1775
s2848,1776
s2849,1617
s2850,1588
s2851,1777
s2852,1778
s2853,1779
s2854,1780
s2857,1781
s2859,1782
s2860,1783
s2861,894
s2862,1784
s2863,1785
s2864,240
s2865,1786
s2866,1787
s2867,1788
s2868,1335
s2874,1769
s2877,1789
s2877,1790
s2878,1791
s2878,1792
s2878,1237
s2878,1793
s2878,1794
s2879,1795
s2880,794
s2882,1417
s2883,1351
s2885,1796
s2886,291
s2887,1797
s2888,1798
s2890,1799
s2891,1800
s2896,1801
s2897,1802
s2898,1803
s2899,1804
s2900,1805
s2902,1806
s2904,1807
s2905,1808
s2906,1809
s2907,1281
s2908,1810
s2909,1811
s2910,1812
s2912,1813
s2912,1814
s2913,1815
s2914,1816
s2915,1817
s2916,1818
s2917,675
s2919,188
s2920,1819
s2920,1820
s2920,1821
s2924,1822
s2924,1823
s2925,1824
s2925,1825
s2926,872
s2929,1559
s2929,1558
s2930,1826
s2931,984
s2933,1827
s2934,1828
s2935,1829
s2936,1830
s2937,1831
s2940,1832
s2941,1833
s2944,1834
s2947,1835
s2947,1836
s2948,1837
s2949,1838
s2949,1839
s2950,1840
s2950,1841
s2951,1842
s2952,1843
s2953,1844
s2955,1802
s2956,1845
s2957,1846
s2958,1488
s2961,1847
s2962,1848
s2963,1849
s2964,1850
s2969,1851
s2970,1488
s2971,1852
s2973,1853
s2974,1485
s2976,1854
s2979,1855
s2982,1856
s2986,1857
s2987,819
s2988,1020
s2988,1858
s2989,1859
s2989,1860
s2990,1861
s2991,1862
s2996,1863
s2997,497
s3000,1864
s3003,1865
s3003,1866
s3004,1867
s3005,1868
s3007,1869
s3008,1870
s3009,307
s3010,1871
s3015,1872
s3017,1873
s3018,1874
s3019,1875
s3020,1561
s3022,1876
s3023,1877
s3024,1878
s3026,1879
s3027,1880
s3028,1881
s3028,1882
s3030,1661
